         1870596 function calls (1843851 primitive calls) in 34.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        6    0.000    0.000    0.000    0.000 legend.py:825(get_legend_handler)
        1    0.000    0.000    0.000    0.000 _base.py:3628(get_xlim)
       20    0.000    0.000    0.000    0.000 text.py:429(<listcomp>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       18    0.000    0.000    0.000    0.000 cbook.py:2352(_is_torch_array)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       11    0.000    0.000    0.000    0.000 lines.py:941(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 commondialog.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
       14    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
        1    0.000    0.000    0.000    0.000 gridspec.py:736(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        9    0.000    0.000    0.000    0.000 axis.py:2254(<genexpr>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_backend)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
      164    0.000    0.000    0.000    0.000 Image.py:563(size)
        6    0.000    0.000    0.000    0.000 axis.py:1352(<listcomp>)
       26    0.000    0.000    0.000    0.000 core.py:4234(<genexpr>)
        3    0.000    0.000    0.000    0.000 figure.py:2619(set_layout_engine)
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       31    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        2    0.000    0.000    0.000    0.000 deprecation.py:142(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:2179(wm_iconphoto)
        1    0.000    0.000    0.000    0.000 axis.py:1399(<listcomp>)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:162(FigureCanvasTk)
        2    0.000    0.000    0.000    0.000 threading.py:562(__init__)
       25    0.000    0.000    0.000    0.000 text.py:432(<listcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 patches.py:1560(CirclePolygon)
        4    0.000    0.000    0.000    0.000 axis.py:834(limit_range_for_scale)
       16    0.000    0.000    0.000    0.000 {method 'new_block' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        6    0.000    0.000    0.000    0.000 offsetbox.py:456(<listcomp>)
        8    0.000    0.000    0.000    0.000 patches.py:317(get_patch_transform)
        6    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._tkagg.enable_dpi_awareness}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
      101    0.000    0.000    0.000    0.000 enum.py:918(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
       13    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        8    0.000    0.000    0.000    0.000 axis.py:1116(<dictcomp>)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
      156    0.000    0.000    0.000    0.000 core.py:807(postParse)
       64    0.000    0.000    0.000    0.000 font_manager.py:851(set_file)
        7    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
        1    0.000    0.000    0.000    0.000 quiver.py:868(Barbs)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
       18    0.000    0.000    0.000    0.000 ticker.py:1637(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1100(write)
       63    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
       16    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       11    0.000    0.000    0.000    0.000 markers.py:293(get_capstyle)
       18    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 font.py:69(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:393(__get__)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        9    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
        6    0.000    0.000    0.000    0.000 offsetbox.py:454(<listcomp>)
       77    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 font_manager.py:987(FontManager)
        6    0.000    0.000    0.000    0.000 Image.py:3607(register_open)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        7    0.000    0.000    0.000    0.000 enum.py:922(<dictcomp>)
       78    0.000    0.000    0.000    0.000 text.py:292(get_transform_rotates_text)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        8    0.000    0.000    0.000    0.000 weakref.py:510(update)
        7    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        9    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 widgets.py:2090(_SelectorWidget)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
       67    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        1    0.000    0.000    0.000    0.000 _base.py:3831(get_ybound)
        1    0.000    0.000    0.000    0.000 art3d.py:646(Path3DCollection)
        9    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:455(chunk_IDAT)
       17    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
       39    0.000    0.000    0.000    0.000 offsetbox.py:336(get_children)
        1    0.000    0.000    0.000    0.000 backend_bases.py:150(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        2    0.000    0.000    0.000    0.000 scale.py:707(scale_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:192(<dictcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:458(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
      121    0.000    0.000    0.000    0.000 Image.py:567(mode)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       42    0.000    0.000    0.000    0.000 __init__.py:1956(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:713(_set_loc)
        1    0.000    0.000    0.000    0.000 patches.py:980(PathPatch)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
        1    0.000    0.000    0.000    0.000 figure.py:1692(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 util.py:174(register_after_fork)
        1    0.000    0.000    0.000    0.000 collections.py:1257(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 offsetbox.py:874(AnchoredOffsetbox)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       14    0.000    0.000    0.000    0.000 _binary.py:111(o32be)
        1    0.000    0.000    0.000    0.000 random.py:493(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:116(__diag__)
        1    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
       36    0.000    0.000    0.000    0.000 {built-in method math.log10}
       80    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       32    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 _base.py:3881(get_ylim)
        1    0.000    0.000    0.000    0.000 datetime.py:1665(datetime)
        4    0.000    0.000    0.000    0.000 core.py:5189(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 cbook.py:1442(<listcomp>)
      110    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       50    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 text.py:1150(set_fontweight)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        2    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        3    0.000    0.000    0.000    0.000 core.py:712(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       78    0.000    0.000    0.000    0.000 text.py:601(get_wrap)
        2    0.000    0.000    0.000    0.000 datetime.py:1336(__new__)
        1    0.000    0.000    0.000    0.000 figure.py:3133(clear)
       24    0.000    0.000    0.000    0.000 patches.py:2341(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
       47    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 util.py:371(ForkAwareThreadLock)
       94    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 _asarray.py:27(require)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3644(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3514(draw_if_interactive)
       91    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
        3    0.000    0.000    0.000    0.000 container.py:19(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 rcsetup.py:470(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 patches.py:4088(set_bounds)
       58    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        4    0.000    0.000    0.000    0.000 deprecation.py:353(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:99(get_active)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1851(<genexpr>)
        1    0.000    0.000    0.000    0.000 _tkinter_finder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:800(null)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       16    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        9    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
      135    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:1723(EllipseCollection)
        9    0.000    0.000    0.000    0.000 axis.py:1667(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 core.py:4727(__init__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1288(winfo_toplevel)
        2    0.000    0.000    0.000    0.000 __init__.py:1533(_windowingsystem)
        1    0.000    0.000    0.000    0.000 collections.py:1891(TriMesh)
       58    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:717(_accept)
       16    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
       81    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2750(Canvas)
        2    0.000    0.000    0.000    0.000 transforms.py:956(x0)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
       24    0.000    0.000    0.000    0.000 offsetbox.py:119(<listcomp>)
       15    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:37(getmode)
        8    0.000    0.000    0.000    0.000 _base.py:2603(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        6    0.000    0.000    0.000    0.000 axis.py:1625(get_major_locator)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        3    0.000    0.000    0.000    0.000 core.py:4904(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 enum.py:1772(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:789(PsfontsMap)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       70    0.000    0.000    0.000    0.000 axis.py:340(<genexpr>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
       15    0.000    0.000    0.000    0.000 axis.py:731(<listcomp>)
       78    0.000    0.000    0.000    0.000 text.py:1351(get_parse_math)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        2    0.000    0.000    0.000    0.000 threading.py:243(__init__)
       10    0.000    0.000    0.000    0.000 axis.py:2295(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 core.py:5759(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
       12    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        2    0.000    0.000    0.000    0.000 transforms.py:2200(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3620(Text)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       47    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 transforms.py:2652(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
       56    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:1552(__mro_entries__)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 font_manager.py:539(FontProperties)
       69    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 collections.py:2108(QuadMesh)
       30    0.000    0.000    0.000    0.000 core.py:697(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 figure.py:163(<lambda>)
       17    0.000    0.000    0.000    0.000 results.py:267(__iter__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 polar.py:814(PolarAxes)
       24    0.000    0.000    0.000    0.000 dviread.py:185(<listcomp>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
       18    0.000    0.000    0.000    0.000 text.py:427(<listcomp>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       11    0.000    0.000    0.000    0.000 ImageTk.py:139(__str__)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        3    0.000    0.000    0.000    0.000 figure.py:2744(axes)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
       11    0.000    0.000    0.000    0.000 transforms.py:2803(get_affine)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:682(SpooledTemporaryFile)
       54    0.000    0.000    0.000    0.000 markers.py:272(get_fillstyle)
        1    0.000    0.000    0.000    0.000 pyplot.py:1156(close)
       48    0.000    0.000    0.000    0.000 markers.py:449(_set_nothing)
       40    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       46    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        6    0.000    0.000    0.000    0.000 inspect.py:1437(formatannotation)
        4    0.000    0.000    0.000    0.000 __init__.py:422(set)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        9    0.000    0.000    0.000    0.000 ticker.py:1759(__call__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1035(_resolve_name)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       15    0.000    0.000    0.000    0.000 transforms.py:272(y1)
       16    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
       20    0.000    0.000    0.000    0.000 inspect.py:3039(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 figure.py:2153(SubFigure)
        4    0.000    0.000    0.000    0.000 histograms.py:283(_ravel_and_check_weights)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 figure.py:907(clear)
        5    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:934(_scandir)
        1    0.000    0.000    0.000    0.000 core.py:5200(SkipTo)
       10    0.000    0.000    0.000    0.000 core.py:3648(parseImpl)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
       68    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        1    0.000    0.000    0.000    0.000 pathlib.py:440(__getitem__)
        1    0.000    0.000    0.000    0.000 shape_base.py:1185(tile)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1430(PickEvent)
       33    0.000    0.000    0.000    0.000 version.py:454(_parse_letter_version)
       56    0.000    0.000    0.000    0.000 core.py:3991(<genexpr>)
        3    0.000    0.000    0.000    0.000 figure.py:102(current)
        3    0.000    0.000    0.000    0.000 registry.py:208(is_valid_backend)
        1    0.000    0.000    0.000    0.000 colors.py:677(Colormap)
       18    0.000    0.000    0.000    0.000 cbook.py:2364(_is_jax_array)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       21    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 registry.py:273(list_builtin)
        2    0.000    0.000    0.000    0.000 pyplot.py:1117(get_fignums)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       54    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 widgets.py:2446(SpanSelector)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
       17    0.000    0.000    0.000    0.000 typing.py:2974(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 __init__.py:2312(wm_withdraw)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 colors.py:1228(Normalize)
        1    0.000    0.000    0.000    0.000 axis.py:2325(XAxis)
       24    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 axis.py:268(get_loc)
        1    0.000    0.000    0.000    0.000 core.py:3627(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:329(add_text)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       11    0.000    0.000    0.000    0.000 results.py:217(<listcomp>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2016(Wm)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
       30    0.000    0.000    0.000    0.000 results.py:258(__contains__)
        1    0.000    0.000    0.000    0.000 axis.py:2563(YAxis)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        7    0.000    0.000    0.000    0.000 typing.py:2443(get_origin)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
       33    0.000    0.000    0.000    0.000 core.py:4509(recurse)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       34    0.000    0.000    0.000    0.000 typing.py:2916(<genexpr>)
       56    0.000    0.000    0.000    0.000 pathlib.py:327(_select_from)
       69    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       46    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       47    0.000    0.000    0.000    0.000 core.py:4221(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
       14    0.000    0.000    0.000    0.000 axis.py:1790(have_units)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        4    0.000    0.000    0.000    0.000 spines.py:594(__len__)
       46    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:3476(_Backend)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:117(set_active)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        2    0.000    0.000    0.000    0.000 transforms.py:991(intervaly)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       15    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:63(BmpImageFile)
        2    0.000    0.000    0.000    0.000 axis.py:1960(set_pickradius)
        1    0.000    0.000    0.000    0.000 contextlib.py:534(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 __init__.py:649(RcParams)
        4    0.000    0.000    0.000    0.000 inspect.py:3042(<dictcomp>)
       74    0.000    0.000    0.000    0.000 util.py:203(no_escape_re_range_char)
       55    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
